0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.827941 0.856373 0.831373 0.825245 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.940196 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.154657 0.162745 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.925735 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.736275 0.002206 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.892402 0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.600245 0.903922 0.983578 0.000000 0.000000 0.000000 0.000000 0.000000 0.081618 0.000000 0.978676 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.766177 0.132353 0.000000 0.000000 0.000000 0.000000 0.000000 0.120343 0.768627 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.977451 0.081863 0.047794 0.047794 0.441176 0.130147 0.000000 0.000000 0.086765 0.361765 0.744118 0.361765 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.073284 0.087010 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.575245 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.851471 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.017647 0.178676 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.613971 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.896324 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.089706 0.792892 0.000000 0.000000 0.000000 0.000000 0.000000 0.044608 0.986274 0.969118 0.522304 0.000000 0.000000 0.000000 0.000000 0.969608 0.405637 0.000000 0.874755 0.080882 0.000000 0.000000 0.000000 0.984314 0.000000 0.005147 0.875000 0.099265 0.000000 0.000000 0.000000 0.990196 0.556618 0.936520 0.990196 0.000000 0.000000 0.000000 0.000000 0.241176 0.965441 0.697059 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.164706 0.000000 0.154412 0.000000 0.000000 0.000000 0.000000 0.141667 0.101471 0.000000 0.392647 0.000000 0.000000 0.000000 0.000000 0.863480 0.000000 0.000000 0.942647 0.000000 0.000000 0.000000 0.000000 0.708333 0.083333 0.184559 0.561765 0.000000 0.000000 0.000000 0.000000 0.012010 0.082353 0.132843 0.346324 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.156127 0.206618 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.056618 0.085294 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.883578 0.053676 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.982108 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.190441 0.605147 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.815686 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.940931 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.016176 0.169118 0.000000 0.000000 0.173529 0.000000 0.000000 0.000000 0.953676 0.000000 0.000000 0.275245 0.028676 0.000000 0.000000 0.000000 0.830637 0.205882 0.440441 0.802941 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.441422 0.015441 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.802206 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.655392 0.125490 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.055882 0.993137 0.242892 0.000000 0.000000 0.000000 0.000000 0.000000 0.496078 0.005882 0.994118 0.013235 0.000000 0.000000 0.000000 0.000000 0.231373 0.994118 0.271078 0.192157 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.908333 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.046324 0.222794 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.183088 0.000000
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.277941 0.790196 0.844363 0.000000 0.000000 0.000000 0.354657 0.125735 0.671078 0.094853 0.000000 0.000000 0.000000 0.211765 0.236765 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.664706 0.990686 0.581863 0.403186 0.041176 0.000000 0.000000 0.000000 0.000000 0.016422 0.881373 0.481128 0.762745 0.000000 0.000000 0.000000 0.000000 0.000000 0.050735 0.835539 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.011275 0.613971 0.901716 0.974020 0.089706 0.000000 0.000000 0.000000 0.976225 0.039461 0.030147 0.761275 0.552941 0.000000 0.000000 0.000000 0.135294 0.451471 0.996078 0.544118 0.000000 0.000000 0.000000 0.000000 0.000000 0.644853 0.815686 0.000000 0.000000 0.000000 0.000000 0.000000 0.027941 0.996078 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.138725 0.154902 0.000000 0.000000 0.000000 0.000000
